id,price,log_price,price_per_person,room_type,accommodates,n_reviews,municipality,cod_istat,dist_ski,dist_lake,dist_park,dist_station,dist_bus,dist_center,dist_supermarket,dist_restaurant,dist_bar,dist_pharmacy,dist_castle,dist_museum,lat,long
24778855,59.0,4.07753744390572,14.75,Entire home/apt,4,47,Dimaro Folgarida,22233,86.68125742806698,2724.123242723897,3075.6623534923365,3533.297976076132,95.5737801748746,1249.3202815042062,90.48587397565764,181.6577319074603,179.46320434867872,838.9419974738914,9727.10997294514,5598.27251126863,46.29748,10.86625
24787268,189.0,5.241747015059643,23.625,Entire home/apt,8,30,Arco,22006,15082.42995380339,331.56504130786993,125.36198865156605,5306.952574128696,178.09680554003944,2007.2689174815628,155.11612554825544,56.85003623384554,59.451976731840155,325.09056050205845,302.01142926119473,4621.482552375863,45.91922,10.88434
24794375,90.0,4.499809670330265,18.0,Entire home/apt,5,10,Borgo d'Anaunia,22252,3213.4385000342954,775.6091794296846,1277.4933418393034,5541.777645899515,264.62469560237093,4047.7487623971297,584.0906661881824,458.6931676565141,336.71034631915705,563.7720505930519,261.54744468340425,536.8006520637864,46.43703,11.14399
24803422,106.0,4.663439094112067,17.666666666666668,Entire home/apt,6,5,Canazei,22039,851.266586662706,1726.3159220978496,1168.1585588943553,10649.434050132644,157.25635147833984,2422.193335017862,823.0169223047676,621.2979002385217,213.39443634271444,1306.5780108200563,10412.098055289423,2910.1063745339834,46.4673771,11.7793208
24818316,62.0,4.127134385045092,10.333333333333334,Entire home/apt,6,27,Trento,22205,1446.7321351154217,971.6894665143453,1351.1555114383928,3175.672032009544,106.35176591348791,2276.5759815528477,1998.8953883777672,422.98098142648934,1354.003455800006,2193.8368682668684,3198.434843850081,2497.794415298992,46.0614,11.08134
24821544,308.0,5.730099782973574,38.5,Entire home/apt,8,38,Riva del Garda,22153,12546.441485275172,95.33932258149477,295.2915928810072,811.7259777259356,143.31953846544226,2064.6675301937257,207.88573891307666,173.8593466372268,126.69936093311665,193.92747620945397,462.305845185906,489.6642117465286,45.88677,10.84766
24845442,200.0,5.298317366548036,50.0,Entire home/apt,4,20,Vermiglio,22213,166.24228256840826,1167.225271668289,6735.125793222186,17634.708748882404,140.58658702466298,4782.257521962662,196.98208933072686,96.3978135241289,138.73847741760812,207.4482046388092,12699.529909195002,2494.697897306783,46.261112213134766,10.585433959960938
24879025,76.0,4.330733340286331,19.0,Entire home/apt,4,69,Riva del Garda,22153,12074.409201201963,183.3587705515506,362.88340590800016,1388.0178429861369,256.00193443499813,2719.568805902653,236.66843086502283,227.69160372679573,219.0560390776,268.17320213184473,1020.9096963211304,1048.9691089849975,45.88476,10.85575
24880331,250.0,5.521460917862246,41.666666666666664,Entire home/apt,6,23,Canazei,22039,714.3918932319338,1670.6858934054185,1061.964706115915,10492.536016589787,98.49005350993961,2350.975997615811,978.8835157260291,736.6098053559982,398.0028180703295,1186.951235188632,10253.891947605807,2910.8711428264323,46.46908,11.78008
24916560,138.0,4.927253685157205,19.714285714285715,Entire home/apt,7,41,Riva del Garda,22153,12891.986324605916,266.31657003711615,316.1516818718317,328.0978189052482,218.46193374959702,1386.425463015817,179.92788924714333,24.247307547446482,126.60786250305505,258.6720592650765,321.65474290126974,317.11782778869025,45.88703918457031,10.83888339996338
24917031,121.0,4.795790545596741,20.166666666666668,Entire home/apt,6,52,Riva del Garda,22153,12891.986324605916,266.31657003711615,316.1516818718317,328.0978189052482,218.46193374959702,1386.425463015817,179.92788924714333,24.247307547446482,126.60786250305505,258.6720592650765,321.65474290126974,317.11782778869025,45.88703918457031,10.83888339996338
24939538,140.0,4.941642422609304,35.0,Entire home/apt,4,167,Nago-Torbole,22124,9844.56449135927,91.32780689552932,83.10125761791768,3484.5223076633474,79.56773834778497,2055.199183905633,234.7332995475057,37.17069264579138,37.134252281926415,173.7083768324249,865.1662973860774,3211.5749527250036,45.86924,10.87736
24952450,189.0,5.241747015059643,31.5,Entire home/apt,6,1,Cavalese,22050,560.8287567795538,764.823315986414,140.68911988710448,14898.49730419065,118.92122370456629,4728.154405109987,203.46133164918965,107.58118800126222,181.16324671972166,181.1513126741399,12660.429879463412,270.4452251106493,46.28941,11.46074
25006317,85.0,4.442651256490317,21.25,Entire home/apt,4,5,Baselga di Pinè,22009,9481.25480733224,291.8052026771894,657.0222260996272,7211.031397417113,185.69085091026486,3247.083475877257,269.5948415924462,133.28521999736054,215.90266590148602,362.2877320136162,1758.0691075043824,3236.1809106930327,46.12727,11.24417
25007024,100.0,4.605170185988092,16.666666666666668,Entire home/apt,6,7,Baselga di Pinè,22009,9606.397742808564,195.15741530214473,761.3855032144766,7308.804115340885,207.69041438546117,3258.961704675712,352.4742026248405,149.9413870497706,226.28655436958803,278.0382712909516,1845.9797716300106,3329.2062830969144,46.12823,11.24332
25007278,85.0,4.442651256490317,21.25,Entire home/apt,4,0,Baselga di Pinè,22009,9486.144974075964,241.82746000235957,604.695438713856,7291.798139751999,146.58836922176334,3133.13036983259,190.5551400180871,147.63036452139283,192.7034420053132,292.4122799165377,1850.3447715211769,3322.680916012122,46.12789,11.24537
25103318,45.0,3.8066624897703196,11.25,Private room,4,11,Ledro,22229,15781.263984291265,103.10256511410779,163.9564324471897,12932.214863033347,180.6769400050092,3887.218369326907,188.97523368825324,1135.4151927493033,221.96850521547788,1364.1836933007373,5197.596287870747,2566.8414785985074,45.89029,10.6696
25128057,113.0,4.727387818712341,28.25,Entire home/apt,4,20,Nago-Torbole,22124,10554.758327919852,135.07081885037232,528.7470992087162,3232.129635654689,445.4004737339989,2809.2545218217115,544.834077602259,263.7537498522213,599.9270192648156,613.1436088348942,673.8584522796854,2920.989316248532,45.87612,10.8779
25150726,140.0,4.941642422609304,35.0,Entire home/apt,4,0,Riva del Garda,22153,15102.326291826674,230.9852644579567,303.4691351757202,2847.084497290306,191.6646744007987,2785.320524437818,245.6120890088962,415.2184833554347,362.1541107029273,1108.4430173168828,946.2358356447124,2137.325821618124,45.91003,10.84109
25173998,51.0,3.9318256327243257,12.75,Private room,4,10,Ledro,22229,15801.202859863826,54.019648245636425,132.93017378757955,12858.085343043365,106.78184816251023,3809.4239214232493,110.95642524163922,1084.7263380999336,137.978527284983,1309.9509228921404,5266.8459978129795,2564.3033151963264,45.88989,10.67053
25183333,117.0,4.762173934797756,19.5,Entire home/apt,6,46,Riva del Garda,22153,12891.986324605916,266.31657003711615,316.1516818718317,328.0978189052482,218.46193374959702,1386.425463015817,179.92788924714333,24.247307547446482,126.60786250305505,258.6720592650765,321.65474290126974,317.11782778869025,45.88703918457031,10.83888339996338
25209073,93.0,4.532599493153256,23.25,Private room,4,5,Trento,22205,390.70522899096727,310.6275519968224,289.6426680217854,515.1298718765078,78.24498325062734,988.8574934271003,145.72048889955607,34.880085076309754,74.43602725069061,162.08100676679132,156.42086755668547,160.05243219896767,46.06762,11.11982
25222433,71.0,4.2626798770413155,17.75,Entire home/apt,4,41,Canal San Bovo,22038,8277.680547314163,3207.9702699825734,3993.077051579342,18920.343410911475,139.54261968726215,5552.469145465221,32.48261383794871,829.106810839343,129.4527511847059,1459.5617180945612,6656.582984273039,1419.7913469361715,46.162254,11.748457
25232283,128.0,4.852030263919617,21.333333333333332,Private room,6,8,Trento,22205,371.53144402724865,327.92428722840395,305.325189056105,525.9310472544913,55.649289439395986,957.3128143960881,142.74836152093826,55.91116638913029,100.4783161572514,195.3176101497495,188.3597688313441,191.8526015707536,46.06751,11.1194
25244854,133.0,4.890349128221754,33.25,Entire home/apt,4,49,Cavalese,22050,994.8602697870564,1179.9819719299992,261.31643713237975,14608.950214117345,199.73274120854154,5185.853834738431,190.6244120504886,142.29223967466984,147.55984851231727,266.5767898679266,12442.85767111122,206.02550835657746,46.29351,11.45997
25257614,126.0,4.836281906951478,12.6,Entire home/apt,10,41,Canal San Bovo,22038,5136.698106427705,3295.0464057272607,6160.984032500956,15676.223853027263,135.86021848088436,6410.249079993367,319.75084828189216,216.7032109842976,1314.3677821390318,2060.3818005355524,9951.113712258966,684.2537334892962,46.14228,11.71321
25259935,85.0,4.442651256490317,14.166666666666666,Entire home/apt,6,30,Storo,22183,18656.967147565585,122.11779909102147,8807.065800308288,22795.649201646967,101.54274510710378,1131.3598966052355,37.06213511453573,859.6376500448181,176.900439617176,2370.295404144559,1355.3384246584178,1458.7963119903181,45.84187,10.54889
25274440,100.0,4.605170185988092,33.333333333333336,Entire home/apt,3,24,Molveno,22120,243.2028031434422,168.88976126276924,5609.3392313152035,9913.381430505951,15.414061031273434,2183.0464488156003,199.97805245687815,138.33917366304777,218.52898414705854,231.52340214356846,7685.95096732902,8144.916224042058,46.14423,10.96803
25299417,67.0,4.204692619390966,22.333333333333332,Entire home/apt,3,127,Tenno,22191,13427.526644174191,372.35343053868155,2112.360903317237,4591.832991967853,64.18948624166568,2015.2495339215154,680.2044025481766,38.28921019168676,1632.4711137224751,839.4799361206136,987.6595322776435,567.3376636342298,45.92587,10.83186
25357670,224.0,5.4116460518550396,56.0,Entire home/apt,4,2,Riva del Garda,22153,11555.428718725683,92.85725879686133,547.0205732595293,1446.6192794474914,98.39874410791678,2848.6291080318792,436.13408775105114,102.12581947760458,48.50667477822087,363.95067944132046,1111.8065446088638,1156.7186564828453,45.87944,10.85525
25372371,81.0,4.394449154672439,20.25,Entire home/apt,4,9,Telve,22188,8372.915788537668,2366.592065564868,6596.130756574286,9061.187925726028,6394.8656418900455,1261.27386879799,6754.918218793791,114.63511824212613,6713.396081876649,7008.1905532746,8477.612393447193,1633.8202049685485,46.13337,11.47748
25414872,67.0,4.204692619390966,16.75,Entire home/apt,4,36,Primiero San Martino di Castrozza,22245,6771.228877071091,1073.69408053605,606.9754259756764,24896.60290802332,109.42548932200853,6026.13070612956,1045.4888631465037,846.3870882958088,424.571359184253,1372.8691758272762,1231.8745482946388,1461.9600963223754,46.18799,11.83002
25444172,130.0,4.867534450455582,14.444444444444445,Entire home/apt,9,69,Arco,22006,13341.720271890801,1122.800397532378,2099.5897095318724,7468.540042705347,1207.5507455166758,3219.863533289177,2275.6190917105982,366.7979758005696,1170.2633559188903,2324.182229909876,3667.862512413262,5429.102800604878,45.90564,10.93014
25448317,133.0,4.890349128221754,22.166666666666668,Entire home/apt,6,61,Nago-Torbole,22124,9863.789274083683,34.47594819459127,84.33938709078838,3430.4394472806334,30.47145059877244,2063.3524311425144,219.631194827512,14.221194865616125,27.56817163111759,163.16331915873505,916.5114056511916,3159.572074255217,45.86922,10.87655
25497720,167.0,5.117993812416755,33.4,Entire home/apt,5,0,Riva del Garda,22153,12528.736889305394,117.89356170830605,259.87053030420026,765.2496420377189,91.70071715716674,2034.5025596929602,181.76487444369474,148.65625912715123,96.63915603104915,165.04988023165106,412.262692637653,439.887827867979,45.88643,10.8472
25499053,300.0,5.703782474656201,50.0,Entire home/apt,6,5,Riva del Garda,22153,12528.736889305394,117.89356170830605,259.87053030420026,765.2496420377189,91.70071715716674,2034.5025596929602,181.76487444369474,148.65625912715123,96.63915603104915,165.04988023165106,412.262692637653,439.887827867979,45.88643,10.8472
25499646,272.0,5.605802066295998,45.333333333333336,Entire home/apt,6,11,Riva del Garda,22153,12528.736889305394,117.89356170830605,259.87053030420026,765.2496420377189,91.70071715716674,2034.5025596929602,181.76487444369474,148.65625912715123,96.63915603104915,165.04988023165106,412.262692637653,439.887827867979,45.88643,10.8472
25499676,247.0,5.5093883366279774,41.166666666666664,Entire home/apt,6,5,Riva del Garda,22153,12522.727523263045,113.9904662018111,254.0558445571553,765.6494046450812,88.62008252481972,2037.6329861275135,185.91133936088085,153.01564284102787,90.61456584055668,168.95246707803798,411.5469707730018,439.2794290141145,45.88638,10.84723
25499974,314.0,5.749392985908253,44.857142857142854,Entire home/apt,7,7,Riva del Garda,22153,12528.736889305394,117.89356170830605,259.87053030420026,765.2496420377189,91.70071715716674,2034.5025596929602,181.76487444369474,148.65625912715123,96.63915603104915,165.04988023165106,412.262692637653,439.887827867979,45.88643,10.8472
25500042,322.0,5.7745515455444085,53.666666666666664,Entire home/apt,6,6,Riva del Garda,22153,12528.736889305394,117.89356170830605,259.87053030420026,765.2496420377189,91.70071715716674,2034.5025596929602,181.76487444369474,148.65625912715123,96.63915603104915,165.04988023165106,412.262692637653,439.887827867979,45.88643,10.8472
25500971,196.0,5.278114659230517,39.2,Entire home/apt,5,0,Riva del Garda,22153,12528.736889305394,117.89356170830605,259.87053030420026,765.2496420377189,91.70071715716674,2034.5025596929602,181.76487444369474,148.65625912715123,96.63915603104915,165.04988023165106,412.262692637653,439.887827867979,45.88643,10.8472
25527318,62.0,4.127134385045092,10.333333333333334,Private room,6,48,Cavedine,22053,9302.437507515644,1375.488765724641,988.3495032308223,10276.992696389578,210.12856346875427,2419.0013090511147,1103.0517825453935,769.2428493640521,1507.8072469305505,2548.599081010577,2134.2242543589505,3463.6628334891752,45.97065,10.96702
25537874,135.0,4.90527477843843,33.75,Entire home/apt,4,12,Porte di Rendena,22244,4442.698896270163,218.1253416084208,75.12861006397719,22502.236437747397,109.5608122991945,4107.584881127899,160.56919170519313,440.9223302897488,1260.0511785760148,3963.556961244377,10229.854255678016,4304.8517565934,46.06815,10.71326
25539072,95.0,4.553876891600541,23.75,Entire home/apt,4,100,Pergine Valsugana,22139,7057.238450537629,1823.861417533231,145.9733889193795,1444.9413432599467,102.95684600953304,1264.595242178629,908.4342440487194,968.0867358230767,1011.1379994519824,1479.8042224078895,1585.776035014164,3109.3085370781428,46.0517,11.22276
25544390,110.0,4.700480365792417,15.714285714285714,Entire home/apt,7,28,Riva del Garda,22153,13316.09167453655,180.9529211843559,515.8710150344256,1372.2281458246855,143.7025876721403,2131.635385624636,137.67817891732147,100.66892317712514,121.12160026316438,197.3635311754929,1166.4911737517668,1179.1237275049093,45.89446,10.84766
25566441,142.0,4.955827057601261,17.75,Entire home/apt,8,113,Molveno,22120,452.84703430211226,163.63967048826862,6041.180891787808,10117.915176443134,66.431758295991,2340.685305165243,251.31362120703326,103.73886868883274,186.85617631719964,223.84191261170037,7573.172394502171,7811.255037184994,46.14058,10.96572
25579413,120.0,4.787491742782046,20.0,Entire home/apt,6,100,Riva del Garda,22153,14955.457178448141,503.99320112653356,576.5800123215587,3217.9092238669828,379.1546017213569,3415.5329332443466,788.1139667558225,242.61719493338373,481.51703405899156,1341.202585390761,1503.467748044499,2699.5089878639533,45.91156,10.85137
25764101,178.0,5.181783550292085,44.5,Entire home/apt,4,0,Tenno,22191,12690.473132478464,216.21219001285598,1823.824495479251,5027.008984472753,256.9039004462562,1314.291928788154,329.5138195335922,313.77101501646536,2506.0992226998433,1483.7912986846882,1604.2325009716837,435.4677427523301,45.92856,10.82045
25769637,153.0,5.030437921392435,19.125,Entire home/apt,8,129,Arco,22006,15815.845427867303,310.05710762924843,616.600402728112,5971.955143138052,983.7662055193805,1834.086667795443,839.312247667246,702.1766635703799,842.9841232410629,1184.1719987028005,662.615586083619,4328.28679165453,45.92804,10.88234
25790205,101.0,4.61512051684126,25.25,Entire home/apt,4,50,Riva del Garda,22153,13000.639363704588,179.0563133619676,635.7445003314044,1250.4382651386295,140.18528936331103,2215.7835587920517,343.51302841536676,294.73115414184736,238.20229003228374,345.3675675618398,979.7154547022416,1000.9011965316231,45.89194,10.84954
25821250,107.0,4.672828834461906,53.5,Private room,2,4,Caldonazzo,22034,4581.953021872399,444.05882938960906,116.97067569835978,666.814663321899,132.53050017571405,1283.1539089661192,298.3949084218437,80.16578689596791,56.36539523784857,331.8484199560472,383.764309308031,1927.3769565802534,45.99213,11.26096
25831165,107.0,4.672828834461906,53.5,Private room,2,5,Caldonazzo,22034,4581.953021872399,444.05882938960906,116.97067569835978,666.814663321899,132.53050017571405,1283.1539089661192,298.3949084218437,80.16578689596791,56.36539523784857,331.8484199560472,383.764309308031,1927.3769565802534,45.99213,11.26096
25832066,116.0,4.7535901911063645,58.0,Private room,2,1,Caldonazzo,22034,4581.953021872399,444.05882938960906,116.97067569835978,666.814663321899,132.53050017571405,1283.1539089661192,298.3949084218437,80.16578689596791,56.36539523784857,331.8484199560472,383.764309308031,1927.3769565802534,45.99213,11.26096
25910237,130.0,4.867534450455582,32.5,Entire home/apt,4,7,Scurelle,22171,5669.70543741679,1216.1123370014097,6998.530386184447,10527.896165239927,7206.352799671724,1955.1878314271182,7170.376164163721,637.8799658687917,7031.084959177913,7861.916533105268,9985.15846047906,3399.8726718001244,46.14589,11.51565
25927322,90.0,4.499809670330265,22.5,Entire home/apt,4,29,Riva del Garda,22153,12751.01175792677,115.27948134861374,335.37654645694226,196.0755574150511,221.78709468130384,1440.0629708684453,268.5747944949543,8.48214281400988,108.09370116155996,149.71301149014698,244.3268493034839,200.5891708194162,45.885693,10.839162
25930083,337.0,5.820082930352362,48.142857142857146,Entire home/apt,7,13,Riva del Garda,22153,12528.736889305394,117.89356170830605,259.87053030420026,765.2496420377189,91.70071715716674,2034.5025596929602,181.76487444369474,148.65625912715123,96.63915603104915,165.04988023165106,412.262692637653,439.887827867979,45.88643,10.8472
25992697,200.0,5.298317366548036,25.0,Entire home/apt,8,69,Molveno,22120,602.1095964572241,286.27234804962563,6325.832970888238,10574.068993307137,123.50146770279547,2078.5323647411215,105.75103315686471,165.9612887789288,235.81456350820577,459.8941863426755,7941.266787479894,7963.883163685069,46.14054,10.9598
25998138,100.0,4.605170185988092,25.0,Entire home/apt,4,63,Ledro,22229,14137.352400820146,143.41751852305217,1208.6856170732128,4627.810185567594,97.82318484647394,4897.613723928835,995.055039565586,503.4979858692509,350.8450640578183,268.1602399454779,4619.315737446241,1085.858643792782,45.87185,10.77931
26074918,302.0,5.71042701737487,43.142857142857146,Entire home/apt,7,0,Castello-Molina di Fiemme,22047,1896.180046792592,679.2470841472417,217.77300264617884,13914.405764453439,154.31889506025067,6535.045516922929,452.5016386595542,706.0358215449658,292.78274019395855,418.8141613004233,11443.925864875442,1646.3262500674964,46.28445,11.44015
26096685,158.0,5.062595033026967,31.6,Entire home/apt,5,12,Molveno,22120,633.7413952566434,609.0620811891092,6259.054536871762,10774.709848552639,152.465712184174,1725.1331121550347,377.61835878235615,471.9771987423523,519.3296617277596,602.2563306138763,8283.31862849116,8307.013999725112,46.14307,10.95695
26098091,144.0,4.969813299576001,48.0,Entire home/apt,3,11,Molveno,22120,552.7140517343404,667.6145821612354,6140.302891433737,10733.74321634793,26.64135426902945,1630.8556279475617,492.0604137733461,533.6016444913071,523.154998912225,587.6686934660448,8331.66774166663,8414.512290400082,46.14424,10.9574
26102424,109.0,4.6913478822291435,27.25,Entire home/apt,4,71,Drena,22078,10844.549974140851,978.4765062654878,911.2123144779152,10924.308696763263,370.7645293968548,1841.4145602774838,395.5515577562183,808.9155744635599,1433.501820532416,2478.822567567789,505.0817688903916,1849.9861598158718,45.9669,10.94471
26157684,99.0,4.59511985013459,24.75,Entire home/apt,4,55,Soraga di Fassa,22176,2771.9023716992488,169.03935994241314,355.4854592568191,19642.456719111648,616.0480434714127,6827.346553918315,1041.8719705902727,455.00009487577137,941.5356162883596,1142.2588120232936,18141.979679879943,1126.5518843909522,46.38684,11.66403
26185043,62.0,4.127134385045092,31.0,Private room,2,25,Tenna,22190,5605.491277305676,394.75860713011986,161.14552549333334,1914.7069985787346,224.04045241951047,845.005566528835,58.029883485921104,155.0463120214475,78.53484062174846,2084.1082069163294,2793.9600261510486,2141.793035275382,46.014652,11.2655
26207881,149.0,5.003946305945459,14.9,Entire home/apt,10,50,Arco,22006,15170.680244970534,370.4965616114524,870.590217635871,3745.9734419664483,375.78419704153293,4434.584550592042,886.2835203696238,593.748777457747,391.4897878744692,1083.3853404045328,1418.8215756362517,2416.761145640531,45.91654,10.8517
26217184,75.0,4.31748811353631,18.75,Entire home/apt,4,40,Caldonazzo,22034,4999.024961193572,872.519244787837,459.1997570643468,99.53160954794704,129.752621502155,1726.003433798664,625.9413643084846,304.8456839912816,127.35989672048845,544.0821369229026,959.3595844558065,1908.1187696033294,45.99811,11.26583
26219398,86.0,4.454347296253507,14.333333333333334,Entire home/apt,6,34,Dimaro Folgarida,22233,4420.263188756605,461.43874439725016,408.1812109093517,1576.3374404872784,291.1338736588445,4388.650172213467,108.52956965081293,244.41462400893735,440.7576619920016,1102.5908152328852,5354.27274720503,1413.9737293036321,46.33686,10.88973
26219822,101.0,4.61512051684126,20.2,Entire home/apt,5,25,Molveno,22120,179.84665026916946,364.7853897756554,5902.238641984212,10252.216921759327,75.90094346245012,2016.0249467789565,222.44681720983618,102.48559970977043,99.86315176773395,90.58560031790566,7876.088041372625,8141.038391874892,46.14324,10.96371
26271828,52.0,3.9512437185814275,17.333333333333332,Entire home/apt,3,1,Peio,22136,883.7990447984201,1898.7973513648146,1590.5288525666292,11298.62938260696,223.64904024638196,1824.6465929014919,1149.1667961962287,128.99669947506374,1055.8501011892633,2042.5859831046332,7771.026581804677,93.65049729832018,46.36261,10.67295
26292730,246.0,5.5053315359323625,24.6,Entire home/apt,10,6,Canal San Bovo,22038,6897.765822994253,3914.962933661341,7250.880109836064,18071.3960097316,288.702975978269,3540.7214686038237,1974.1649027159417,2854.7856416658256,1898.3593394244515,2505.7500703480946,9748.398463342402,2492.95559972903,46.16768,11.7065
26295046,120.0,4.787491742782046,17.142857142857142,Entire home/apt,7,15,Riva del Garda,22153,13155.663295415392,202.728785454717,627.8000335784998,1326.4753980507496,162.77951830393698,2195.2753222512138,200.05563662426144,142.23585397870974,88.12933850179331,213.23396806008643,1084.8834818216328,1103.7691715330366,45.89328,10.84893
26364274,102.0,4.624972813284271,20.4,Entire home/apt,5,53,Folgaria,22087,392.86598626238964,1941.7627737933988,2638.2137844752615,6969.7801560387325,31.238648431814006,4175.274638710171,3252.6081306919946,152.64992509826195,182.7576456054711,3267.757472555044,5704.715332307357,2468.10289933312,45.88925,11.15327
26392911,172.0,5.147494476813453,24.571428571428573,Entire home/apt,7,57,Tre Ville,22247,549.2579660445882,281.715937570354,255.45532738308424,10195.621062769504,203.20893679187236,7449.898068447142,756.0089774247447,45.447633713870296,276.5793429822148,955.0694167454479,11654.202144361088,510.7227487291218,46.22358,10.8276
26402753,90.0,4.499809670330265,22.5,Private room,4,8,Campodenno,22037,4412.442724754209,806.3421363580483,3859.7457603423145,3751.9831443400576,122.58702816582958,3537.1217293989826,1260.658846640706,1151.6545454657826,1148.0037658960728,1096.8336346059418,1391.2174934082943,5104.626150422538,46.26998,11.03528
26414243,40.0,3.6888794541139363,40.0,Private room,1,212,Trento,22205,2870.8460692520894,667.3440655136081,154.52186091152666,2087.5687301353796,242.42049543924222,3848.935043601402,302.8191081053114,300.26448235013845,438.0576098887719,539.5550176147307,1956.5387745687344,2338.8448041516635,46.09478,11.123705
26437202,95.0,4.553876891600541,47.5,Private room,2,49,Riva del Garda,22153,12798.12243305459,271.11700522173305,163.5603172270774,463.036110157662,187.76049368040054,1616.1724579460606,94.03860941460044,59.52518415046776,84.16094023450857,100.41062506018002,294.4048992206189,275.02463684586576,45.88724,10.84192
26493501,65.0,4.174387269895637,16.25,Entire home/apt,4,345,Castel Ivano,22240,8689.210402577894,997.9165863740278,107.69434795586811,1788.5256910918986,50.561667862819895,1009.8694141605172,313.6759422564484,70.69591519209274,676.4780931822428,304.7735274650161,1188.613983335117,1368.7634198780756,46.06628,11.52244
26556844,151.0,5.017279836814924,50.333333333333336,Entire home/apt,3,29,Nago-Torbole,22124,10054.045100854455,156.71893531998558,47.675734861004194,3228.935811460481,107.89118173284261,2238.7325115665694,127.78920666529002,113.0868466439424,80.28115334915614,147.3246108574771,971.9137630382883,2954.728980305532,45.87055,10.87463
26556935,109.0,4.6913478822291435,27.25,Entire home/apt,4,21,Nago-Torbole,22124,9897.971514269977,48.59571615785599,115.46322626424335,3354.591863589427,58.361600054984024,2085.4567530604018,218.45519158910483,25.145208892119737,70.62105930525016,177.32895332679823,982.3875254203386,3086.17879470727,45.86927,10.87547
26558114,151.0,5.017279836814924,37.75,Entire home/apt,4,18,Nago-Torbole,22124,9990.49297661261,119.28508120394307,25.201987331058472,3275.877621699138,141.09527376485042,2175.5047456891584,161.57167923287918,81.65575857424967,59.828282387162574,146.4366008136755,979.0842029101166,3004.363181917202,45.87001,10.8749
26576722,151.0,5.017279836814924,37.75,Entire home/apt,4,18,Nago-Torbole,22124,9837.27386643958,8.322741113899003,107.72619899851692,3389.6660628336695,69.33669426023884,2022.810291439802,279.6168171724767,6.165165295961855,90.0147617624218,234.10923038460572,1015.170327931968,3124.6234520915937,45.8687,10.87552
26594474,80.0,4.382026634673881,20.0,Entire home/apt,4,30,Pinzolo,22143,354.115687900345,428.02884119821124,1740.1276995757948,8341.459514006214,34.47799394841385,4201.989521916082,175.8525108179986,409.6484039517219,58.88092388902992,1697.3422803348712,10666.598269079648,527.0334968861783,46.2433941,10.8400881
26615999,140.0,4.941642422609304,35.0,Entire home/apt,4,33,Riva del Garda,22153,12594.427174322778,187.98407940485097,315.41216994790375,725.551262310248,118.79312142385017,1969.2882490155046,112.58717813067726,78.57505100932151,102.61989545088414,98.30974357078341,388.0470418220412,413.97218796745426,45.88682,10.84643
26633859,59.0,4.07753744390572,14.75,Entire home/apt,4,94,Sarnonico,22170,2906.4647266277198,1380.0968972969245,237.34705399909097,5233.726097388164,36.73442975625966,2092.031288935926,193.99355821031037,76.09793710466559,882.4388153965483,2150.6518326313417,2086.681774868693,686.0421068335355,46.41844,11.14104
26649910,84.0,4.430816798843313,28.0,Entire home/apt,3,60,Canal San Bovo,22038,8601.169494548936,1501.601051616576,2830.23651985167,18145.40220833322,185.91197013249865,7230.678870555082,1725.9594639859895,194.12309045416225,1660.273497683299,2149.5779758210024,6393.944276058081,2138.608520887902,46.149,11.7596
26673113,107.0,4.672828834461906,26.75,Entire home/apt,4,122,San Giovanni di Fassa-Sèn Jan,22250,590.0708536572512,57.238870007359054,4002.3646625091096,14575.712048885183,65.74740482866079,1464.3921552413913,776.6496945928229,113.21193131438372,59.61417272148713,210.9382571902355,14428.767616744017,925.4945852544505,46.42984,11.68682
26682759,91.0,4.51085950651685,22.75,Entire home/apt,4,78,Altopiano della Vigolana,22236,6632.501383265089,864.2888151374857,1002.1742137817847,986.6203044876321,363.28750616287033,2899.745052243086,354.68078382706375,1096.4997803558822,446.56438285909087,989.2185266475717,1370.7375363388658,823.3549236637197,46.00399,11.22896
26702308,90.0,4.499809670330265,15.0,Entire home/apt,6,31,Predaia,22230,5477.63315930411,1150.2188391947086,513.4271140717174,2452.1448612566187,177.5081850149809,3105.0033161063207,137.30827906180485,2003.9349299317482,197.8846775927067,170.84494291305032,2083.470766818816,179.04410835682455,46.34774,11.09136
26704255,79.0,4.3694478524670215,13.166666666666666,Entire home/apt,6,17,Folgaria,22087,368.8953701960396,2003.0628704215958,2546.3337830288197,6880.559670465583,81.48954663617509,4133.421615614729,3165.109080674628,256.99649103612114,95.47801322766452,3182.706054392799,5612.133086697718,2376.705297703063,45.8902,11.15309
26726807,63.0,4.143134726391533,15.75,Entire home/apt,4,58,Ossana,22131,4976.4046928646985,1376.1797753160783,662.2303962008198,4278.764874894983,50.3701681766536,4052.7227787467896,713.2938208345117,46.06565963000655,404.41362378000554,871.9863229237711,674.6475244333334,2897.726236596776,46.30958,10.74621
26729518,67.0,4.204692619390966,16.75,Entire home/apt,4,105,Riva del Garda,22153,12611.082164796322,66.2609812108209,211.49987570961187,217.18823234058175,179.18366193104956,1571.307944292146,331.39084967634943,8.510044111672775,43.10186744982052,58.72409887129092,104.96764952340216,66.85560036236488,45.88479,10.84054
