id,price,log_price,price_per_person,room_type,accommodates,n_reviews,municipality,cod_istat,dist_ski,dist_lake,dist_park,dist_station,dist_bus,dist_center,dist_supermarket,dist_restaurant,dist_bar,dist_pharmacy,dist_castle,dist_museum,lat,long
700213,68.0,4.219507705176107,13.6,Entire home/apt,5,152,Trento,22205,1357.6607443071769,225.5501693617125,66.35348354909131,822.550877329513,51.62864924702892,1691.5563992754317,88.73537553432544,183.44171933600498,36.46697817099513,47.77901356487818,628.3198159806758,819.8852911745892,46.0651,11.13195
714320,340.0,5.8289456176102075,42.5,Entire home/apt,8,2,Predazzo,22147,864.404719095274,270.4343372987716,5485.02570920168,28080.929504945227,688.3840519775437,3877.8933109610953,2459.2613978620166,782.7303711975516,2905.1307460103058,6956.681690124673,17935.916358452083,6893.064128710869,46.30611965387076,11.692625651062125
715781,285.0,5.652489180268651,71.25,Entire home/apt,4,0,Tre Ville,22247,256.53711599589775,99.51570939366206,88.04244923459632,9956.177537146368,100.62416444236622,7714.874914913077,524.9795625836852,84.3720502623619,249.03411340529468,729.4774989356636,11510.224925414843,260.19072124789903,46.226,10.8291
726907,84.0,4.430816798843313,21.0,Entire home/apt,4,68,San Giovanni di Fassa-Sèn Jan,22250,431.0546316001527,647.597669306168,3023.2809387259776,15568.536172179676,104.4612800649005,2092.6119218109416,327.1508345042445,265.2803404167406,250.92322680662681,281.2815469867004,15108.918474590777,254.3410938958054,46.4224696,11.6765279
726936,602.0,6.400257445308821,150.5,Entire home/apt,4,1,Mezzana,22114,738.6584867759173,3057.195911935106,480.2604658152562,246.2761913052585,62.455417247502275,836.3918100546828,68.52743383821199,115.62791881075067,98.99950819508885,131.69861944875208,5105.167262274967,6621.028777419439,46.3154,10.80315
727295,217.0,5.37989735354046,19.727272727272727,Entire home/apt,11,6,Tesero,22196,3577.1717044056677,3374.3606740706286,3508.4829999227486,16427.990587086588,79.10772474869728,3915.4340693039017,3191.4591103978823,81.90221362491127,3415.8957112077946,4511.551203308604,15005.033824801108,299.73411507559274,46.32026,11.50228
733477,220.0,5.393627546352362,31.428571428571427,Entire home/apt,7,58,Cavalese,22050,31.96549617072554,258.9048308120258,4238.535700660994,19952.80578731951,3407.3831312911493,2183.1329308581935,3525.1780382006386,1028.64595077642,3837.162583334736,5363.462436295238,17419.518033928955,5570.634919397562,46.25138,11.50229
740209,119.0,4.77912349311153,29.75,Entire home/apt,4,146,Moena,22118,2256.9574409584707,1053.9858770357057,153.45361002650404,21008.75397682544,150.0117153471997,3731.2890215276648,216.08579859347972,134.3183814976674,151.4686720255697,159.04059175501868,19202.25177091939,289.9229725323001,46.37484,11.66012
772315,602.0,6.400257445308821,150.5,Entire home/apt,4,0,Mezzana,22114,201.12835696123145,3489.8141666451843,1024.65623956926,644.8523650422685,168.73896412156253,1219.7110103984712,600.8798348457922,45.81207801024391,451.8146019987124,675.7592427117007,5592.20419948879,7161.82471044112,46.31381,10.80984
772318,602.0,6.400257445308821,301.0,Entire home/apt,2,0,Mezzana,22114,101.60236781389538,3216.9536354048,1325.3990662247843,942.2526499694492,173.56303053051224,1452.6425056318888,898.704429146506,157.93783501776332,738.9432123755822,975.3661006553576,5883.096109638001,7464.380704152819,46.31333,10.81371
856998,388.0,5.961005339623274,43.111111111111114,Entire home/apt,9,74,Rabbi,22150,7580.982918929655,2494.1545962233276,9450.042114625636,11604.154854301594,89.33108297964603,1365.8269101934825,5588.027929857724,431.20367555431517,1606.8761258991897,5654.165855327477,12389.345077701257,8068.325993885624,46.41644,10.77616
946214,208.0,5.337538079701318,52.0,Entire home/apt,4,46,Campitello di Fassa,22036,475.48597334522157,1493.7670650770854,1323.5703467641915,9057.729740793438,20.65931994239069,2775.4956550339243,41.78895762613657,54.16848912240643,97.19025939676322,124.85781304347434,8857.020345541374,199.21563001618833,46.47606,11.74077
1016693,90.0,4.499809670330265,45.0,Entire home/apt,2,10,Arco,22006,15208.46335403323,462.08269216735295,45.941221419596275,4988.789724921687,148.00388042246462,2444.3763574790673,362.46272479739065,377.27762584767027,106.74302414552137,272.17423143301914,745.6082038861755,4116.222165785887,45.91943,10.87768
1025536,54.0,3.9889840465642745,13.5,Entire home/apt,4,245,Arco,22006,15432.091690362351,146.20671757519042,226.14581510037206,4639.953958517949,205.44187039712702,3272.057554098631,233.11667450666033,398.69313867968117,398.23443690105705,288.33823651755455,1677.3455635881742,3135.9236040511882,45.92128,10.86529
